Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,LotArea,Neighborhood,Condition,HouseStyle,YearRemodAdd,SalePrice
868,5,3096,1,2338,2006,1,1,2,5,1,7628,Midtown,Excellent,2Story,2016,414136
869,9,2540,3,1103,1949,2,1,3,8,0,12034,OakPark,Average,SplitLevel,2006,427974
870,7,623,3,226,1972,2,0,4,9,0,8626,Lakeside,Average,SplitLevel,1995,320821
871,1,1918,3,1566,1961,3,0,2,9,1,5500,Suburbs,Fair,2Story,1981,285112
872,10,2524,0,1597,2008,3,1,2,8,2,14288,Downtown,Poor,1Story,2018,447864
873,5,2803,2,1794,1956,1,1,2,4,1,15558,Midtown,Fair,Colonial,1994,395666
874,8,1604,2,2345,1989,3,1,5,11,0,6602,Suburbs,Average,SplitLevel,2017,388804
875,4,1354,2,1918,1949,2,1,3,7,1,10367,Downtown,Fair,1Story,2001,305289
876,1,2764,0,2098,1967,1,1,1,5,2,18122,Hillcrest,Excellent,SplitLevel,2007,356462
877,2,3608,0,2315,1931,3,0,5,10,2,4874,Meadows,Excellent,2Story,1940,376607
878,5,2507,3,623,2003,2,0,2,7,1,19292,Riverside,Poor,Ranch,2021,391687
879,5,626,3,77,1921,1,1,4,7,1,9303,OakPark,Excellent,Ranch,2004,218482
880,10,2052,1,773,2018,1,0,3,6,0,2859,Downtown,Fair,Colonial,2020,378741
881,2,1941,2,942,2004,1,0,3,6,1,10882,Lakeside,Fair,SplitLevel,2004,335157
882,8,1104,3,104,1976,3,0,4,8,1,16370,Riverside,Fair,2Story,2000,385253
883,10,3936,0,380,1942,3,0,2,7,0,18027,OakPark,Average,Ranch,1966,481468
884,9,2073,3,1045,1985,1,1,1,3,1,15763,Riverside,Poor,SplitLevel,2008,444368
885,5,867,3,1231,1949,3,0,6,13,1,2519,Hillcrest,Average,1Story,1967,299403
886,1,1124,1,574,2008,2,0,1,5,1,14179,Riverside,Fair,Ranch,2013,236506
887,3,2724,1,743,1966,1,0,1,6,0,12029,Riverside,Average,SplitLevel,2005,318019
888,6,716,3,140,2014,1,1,1,6,2,19209,Midtown,Fair,1Story,2014,339277
889,6,1512,0,1719,1928,1,1,4,9,2,16431,Midtown,Excellent,1Story,1967,303631
890,5,1125,2,2211,1966,3,0,4,11,2,8431,Midtown,Fair,Colonial,1974,356024
891,3,1523,0,388,2011,2,1,5,8,0,9412,Hillcrest,Fair,SplitLevel,2016,250806
892,10,2729,2,539,1961,2,1,6,10,2,3121,Riverside,Poor,2Story,2023,422969
893,3,658,1,139,2021,1,0,4,8,0,17754,Meadows,Average,2Story,2023,243085
894,7,2451,1,1856,1999,2,1,1,6,2,13054,OakPark,Fair,SplitLevel,2009,396891
895,8,3762,3,395,2005,2,1,1,6,1,2832,Midtown,Poor,2Story,2019,476775
896,5,1117,2,1257,1977,2,0,5,9,1,18741,Lakeside,Fair,2Story,1978,336489
897,4,3604,2,2152,1996,1,0,5,9,2,9550,Midtown,Average,2Story,1999,444641
898,10,1526,1,2215,1998,2,0,3,6,1,11715,Riverside,Excellent,Ranch,2013,421290
899,8,1918,1,1228,1920,1,1,6,10,0,4189,Downtown,Good,2Story,1938,342316
900,4,2202,1,1716,1970,3,0,2,8,0,9415,Hillcrest,Fair,Ranch,1977,352469
901,10,3353,1,843,1976,1,1,3,5,0,19059,Hillcrest,Excellent,1Story,2016,468974
902,8,1823,0,2216,2015,3,1,2,6,1,10916,Downtown,Good,SplitLevel,2016,420639
903,8,2344,1,1995,2017,2,0,5,8,0,13880,Lakeside,Good,Ranch,2020,463538
904,5,3565,2,1030,2001,3,1,4,10,1,4722,Downtown,Poor,Ranch,2008,443358
905,10,2627,1,2421,1975,3,1,1,8,2,14314,Riverside,Poor,Colonial,1981,490639
906,2,2957,0,481,2017,1,1,5,10,1,3306,OakPark,Good,Ranch,2021,281665
907,9,752,3,1768,2005,1,0,5,8,0,12779,Suburbs,Average,Ranch,2005,361868
908,5,2068,2,1443,1951,2,1,1,6,1,10623,Midtown,Fair,Colonial,2021,333299
909,6,3633,3,1427,2019,1,1,1,5,1,19636,Lakeside,Average,SplitLevel,2019,513036
910,7,1881,3,762,2016,2,0,3,9,1,13042,Meadows,Average,2Story,2018,378440
911,6,665,0,777,1994,2,1,5,9,1,4488,Lakeside,Poor,1Story,2016,248667
912,7,1678,1,1393,1988,2,1,2,8,0,11630,Suburbs,Average,2Story,2016,329620
913,1,1607,1,1121,1923,2,0,6,10,0,9400,Meadows,Fair,2Story,1924,213443
914,10,2579,3,1697,1991,3,0,4,9,2,15094,Riverside,Average,SplitLevel,2007,556457
915,7,2116,2,961,1960,3,1,1,6,1,10090,Midtown,Poor,Colonial,2020,382924
916,10,1533,2,2269,1948,2,1,5,8,1,16348,Meadows,Excellent,Ranch,1956,427260
917,3,690,3,2289,2003,1,1,4,7,0,13613,Suburbs,Average,Colonial,2011,312180
918,10,2610,3,546,1970,1,1,3,7,1,9620,Riverside,Fair,Colonial,2013,440260
919,10,1888,0,2496,1926,3,1,5,9,0,4084,Riverside,Fair,2Story,1957,446899
920,3,1342,0,2027,2013,1,1,1,3,1,14695,Riverside,Good,Ranch,2015,307923
921,6,1349,0,1274,1965,1,1,3,8,0,8047,Hillcrest,Good,2Story,1979,280404
922,2,1991,3,385,1987,2,0,5,8,2,3938,OakPark,Poor,2Story,1987,303497
923,9,651,0,1338,1969,2,0,5,10,0,7648,Lakeside,Excellent,Ranch,1980,288766
924,2,3398,1,2456,1967,3,0,4,9,2,6877,Meadows,Poor,Colonial,1969,386454
925,9,3850,0,1276,1957,1,1,6,9,2,18989,Midtown,Poor,Ranch,1981,456744
926,6,2462,3,1834,1934,3,0,3,8,1,6632,Lakeside,Good,2Story,1985,394307
927,1,2067,0,1967,2023,3,0,5,9,1,19279,Riverside,Excellent,2Story,2023,336827
928,4,1799,3,1655,1975,2,0,4,7,1,5418,OakPark,Excellent,Ranch,2014,353715
929,7,1852,3,1176,2018,3,0,5,9,0,4922,Hillcrest,Excellent,Colonial,2022,398151
930,1,2788,0,193,1958,2,0,3,6,1,18658,Midtown,Excellent,SplitLevel,1963,306440
931,4,1004,3,760,1948,3,1,1,6,1,8774,Downtown,Poor,Ranch,1974,299992
932,5,619,1,1354,1942,2,0,3,9,0,7109,Midtown,Excellent,2Story,2021,256015
933,5,2331,2,839,2003,3,1,4,8,1,15554,Riverside,Average,2Story,2018,393681
934,7,771,3,527,2004,3,0,1,5,0,7207,Meadows,Poor,2Story,2021,309145
935,6,1285,2,1631,1956,3,1,3,9,0,5912,Riverside,Fair,1Story,2019,347320
936,1,2520,3,447,1934,1,0,4,7,0,4208,Lakeside,Good,Colonial,1981,303294
937,8,3624,1,1810,1996,1,0,2,6,0,2465,Midtown,Average,SplitLevel,2001,462323
938,1,2202,3,627,1957,3,0,2,7,0,13006,Meadows,Poor,Ranch,1965,297139
939,4,3064,2,2280,1940,1,1,1,3,0,15432,Downtown,Excellent,2Story,1981,414734
940,2,3402,1,24,1968,1,0,4,6,0,3153,Suburbs,Poor,Ranch,2004,292598
941,7,1756,3,1841,2015,1,1,5,9,1,16908,Meadows,Fair,Ranch,2023,415104
942,5,3209,1,1591,1952,1,1,6,8,1,11825,Midtown,Poor,Ranch,2004,399092
943,9,1529,3,512,2000,2,0,4,10,1,17092,Meadows,Good,Ranch,2014,381273
944,7,1145,1,1007,1947,3,0,5,10,2,13908,Meadows,Excellent,Ranch,1994,332450
945,5,1474,3,578,1980,1,1,3,8,0,8534,Lakeside,Average,Colonial,1990,301136
946,7,1338,3,97,2008,1,1,5,8,1,7107,Riverside,Excellent,2Story,2012,302674
947,7,1896,3,1006,2014,1,1,3,5,0,4141,Suburbs,Poor,1Story,2014,352270
948,6,1431,1,872,1959,1,1,5,9,2,16634,Meadows,Average,2Story,1996,316355
949,5,1015,1,622,1940,2,0,5,11,0,17386,Hillcrest,Fair,1Story,1958,278886
950,1,1155,3,1936,1968,2,0,1,6,1,7958,Meadows,Poor,Ranch,2010,262484
951,10,2008,2,348,1967,1,0,2,6,1,6898,Suburbs,Fair,SplitLevel,1985,361956
952,2,2052,3,65,1999,3,1,2,8,1,8292,Hillcrest,Excellent,1Story,2014,264337
953,6,1283,0,978,2009,2,1,4,10,1,3325,Hillcrest,Good,1Story,2014,290310
954,10,643,0,1239,1968,1,1,4,9,0,10856,Riverside,Average,SplitLevel,2019,328918
955,9,3811,3,1667,2010,2,0,3,8,2,8321,Meadows,Average,SplitLevel,2011,557954
956,2,3899,2,2084,1934,1,0,1,4,0,7803,OakPark,Poor,2Story,2007,376868
957,4,3790,0,308,1921,3,0,6,12,2,4306,Midtown,Excellent,Ranch,2001,385092
958,2,3109,0,230,2010,1,0,6,8,0,5004,Suburbs,Poor,Ranch,2022,263542
959,4,1461,0,325,1969,2,0,4,8,1,8096,Meadows,Average,Colonial,1972,225989
960,2,1320,1,1078,1938,3,0,6,10,0,8166,Midtown,Average,2Story,1958,257381
961,7,3202,2,2463,1972,3,1,2,9,1,13297,Lakeside,Excellent,1Story,2013,526766
962,5,3689,1,264,1927,1,1,3,5,2,16093,Suburbs,Good,1Story,2022,362213
963,2,1904,2,2480,2006,1,1,6,10,1,13734,Meadows,Average,Ranch,2015,338963
964,4,1534,1,174,2008,2,1,4,10,1,15213,Meadows,Good,Ranch,2012,266782
965,3,3622,3,1718,1923,1,1,4,7,1,13983,Downtown,Good,2Story,1942,417527
966,2,667,3,1934,1939,2,1,2,5,1,14852,Midtown,Average,Colonial,1974,273501
967,4,1378,3,2485,2012,2,1,4,8,1,3958,OakPark,Poor,1Story,2017,345367
968,3,1563,3,886,1973,2,0,3,7,1,12178,Riverside,Excellent,1Story,2011,295241
969,3,2769,2,1397,2012,2,0,3,9,0,2580,Meadows,Average,Ranch,2015,349478
970,4,1880,3,1149,1991,2,1,6,10,0,12545,Lakeside,Excellent,Colonial,2006,374759
971,4,2601,3,79,1960,3,0,4,9,2,12539,Suburbs,Excellent,Ranch,2019,319259
972,5,874,3,1595,2019,1,1,6,9,1,3934,Meadows,Fair,2Story,2019,282143
973,6,2058,3,2301,1938,2,1,4,9,2,19573,Lakeside,Fair,Colonial,2015,461218
974,4,2744,2,1016,2021,2,1,6,9,1,10552,Lakeside,Fair,SplitLevel,2021,415821
975,1,3269,3,322,1967,2,0,4,10,2,7143,Meadows,Average,1Story,1984,316916
976,10,2456,2,667,1995,1,1,1,3,0,12699,Meadows,Average,2Story,2005,423429
977,7,2853,0,1778,2002,2,1,2,7,2,3131,Hillcrest,Average,Colonial,2020,435265
978,3,2634,0,278,1937,1,0,5,8,0,5010,OakPark,Average,SplitLevel,1947,267558
979,7,2007,0,2017,1971,3,0,5,12,1,7078,Suburbs,Fair,Ranch,1981,394055
980,5,1531,1,231,2002,3,0,1,6,1,3389,Downtown,Fair,2Story,2006,322737
981,3,2650,2,1322,1969,3,1,1,7,1,2770,Riverside,Excellent,1Story,1971,359652
982,4,2986,3,29,1964,3,0,5,11,2,7379,Riverside,Fair,2Story,1998,379992
983,1,3170,2,1088,1991,2,1,2,6,2,10397,OakPark,Fair,SplitLevel,2007,336249
984,8,718,3,2471,2003,3,1,2,7,0,3365,Riverside,Poor,2Story,2009,403244
985,10,3613,2,877,1995,2,1,4,7,0,10268,Lakeside,Excellent,1Story,2004,543129
986,6,1445,3,1591,2012,2,1,4,8,1,17734,Hillcrest,Fair,1Story,2021,392237
987,2,601,0,204,1921,2,0,3,9,1,7226,Suburbs,Poor,SplitLevel,1948,122618
988,6,911,2,1710,2003,1,1,1,3,1,6647,Hillcrest,Good,2Story,2006,290395
989,1,2551,1,58,1934,1,0,4,8,1,2739,Meadows,Poor,2Story,1961,247684
990,1,752,3,1771,1979,2,0,1,4,0,11202,Hillcrest,Good,2Story,1996,266823
991,1,3349,2,770,1950,3,1,1,5,2,16265,Meadows,Fair,1Story,1986,339779
992,8,3961,3,2230,1940,2,1,6,10,1,13363,Riverside,Fair,Colonial,1991,557948
993,6,2514,2,1197,1938,3,1,6,13,1,16146,Suburbs,Excellent,SplitLevel,1955,380273
994,8,2446,1,175,1963,3,0,5,11,2,7224,Midtown,Fair,Ranch,1968,398165
995,7,1058,0,2128,1933,3,0,3,8,0,12973,Meadows,Poor,SplitLevel,1980,309240
996,7,1497,2,1671,2008,1,0,6,11,0,8171,Downtown,Excellent,1Story,2023,370214
997,3,895,2,990,2016,2,1,2,5,0,2770,Downtown,Poor,SplitLevel,2017,271282
998,2,874,2,1853,1935,2,1,6,12,0,11837,OakPark,Good,SplitLevel,1961,279576
999,5,2355,3,2430,1925,3,1,1,8,1,13517,Downtown,Average,Ranch,1974,429655
1000,7,3420,2,2008,1923,2,0,4,7,1,10262,Suburbs,Poor,2Story,2015,421959
1001,2,2462,3,1381,1950,3,1,1,7,1,16784,Lakeside,Excellent,Ranch,1962,384944
1002,1,2673,3,283,1984,1,1,3,8,2,3596,Hillcrest,Excellent,1Story,2017,298040
1003,8,1312,3,1201,1940,1,1,5,9,1,5593,Midtown,Poor,2Story,2001,351219
1004,3,3764,3,179,1958,1,0,3,8,0,16570,Suburbs,Poor,2Story,1975,372248
1005,3,3632,0,1794,1983,2,1,1,6,2,5484,Riverside,Good,1Story,2000,382790
1006,2,866,0,1076,2005,2,1,4,8,0,5965,Downtown,Fair,1Story,2023,238106
1007,3,3322,1,1827,2004,3,1,5,11,1,4189,Midtown,Excellent,Ranch,2007,395339
1008,3,1830,1,1600,1921,2,0,5,8,0,19188,Hillcrest,Excellent,Colonial,1922,307182
1009,5,3923,1,1308,1951,2,0,2,8,1,17687,Lakeside,Poor,2Story,2000,443155
1010,2,1198,1,2088,1938,1,1,5,7,2,7397,Lakeside,Good,SplitLevel,1966,270843
1011,5,2264,0,1768,1925,2,1,1,5,1,14804,Meadows,Excellent,2Story,2020,355672
1012,9,2265,1,988,1996,3,1,4,8,1,3012,Riverside,Poor,Colonial,1998,406305
1013,3,3765,0,1513,1955,2,1,4,9,1,19540,OakPark,Average,Ranch,2020,379047
1014,10,3447,1,1922,1963,1,1,3,5,1,10788,Hillcrest,Average,Colonial,1995,501421
1015,4,1882,2,980,1992,1,1,3,6,1,18963,Riverside,Average,SplitLevel,2019,343340
1016,10,3823,1,1208,1944,3,1,6,12,0,17161,Midtown,Poor,SplitLevel,1975,511429
1017,4,3049,2,749,2002,2,1,2,8,1,10871,Meadows,Excellent,SplitLevel,2006,374089
1018,2,2142,3,13,1928,1,1,4,9,2,11079,Riverside,Fair,SplitLevel,1934,289846
1019,7,3172,3,2438,1933,2,1,4,9,0,6578,Midtown,Poor,SplitLevel,1939,476333
1020,2,2846,2,521,2020,1,1,2,4,2,3962,Downtown,Poor,SplitLevel,2022,339314
1021,5,2360,1,944,1948,3,1,5,11,0,6971,Downtown,Excellent,Colonial,1988,350376
1022,7,1432,0,656,1931,3,1,4,8,0,10067,Riverside,Fair,2Story,1989,302530
1023,10,1278,1,902,1955,1,0,2,6,1,14671,Meadows,Fair,2Story,1967,362624
1024,8,2412,1,1574,1998,2,0,5,10,0,18106,Riverside,Excellent,SplitLevel,2008,430842
1025,1,2644,3,1811,1997,1,1,2,4,2,14375,Midtown,Good,2Story,2003,366378
1026,4,3528,2,945,1968,3,1,1,6,0,16819,Downtown,Good,Colonial,1990,444848
1027,6,2160,0,2010,1975,3,1,4,8,1,10353,OakPark,Fair,SplitLevel,1998,389393
1028,3,1290,1,2398,2002,3,0,1,8,1,3572,Lakeside,Poor,2Story,2004,323047
1029,10,3448,0,1025,1930,3,1,4,9,1,6641,Riverside,Average,2Story,1959,458801
1030,2,1549,0,213,1993,3,0,3,10,1,7502,Lakeside,Poor,2Story,2012,259622
1031,2,875,0,1102,2020,1,0,4,8,0,7004,Midtown,Fair,1Story,2022,239547
1032,9,3931,0,2051,1984,1,1,2,5,0,17370,Midtown,Fair,2Story,2022,499849
1033,6,2950,2,1894,1951,2,0,6,9,0,7311,Downtown,Poor,Ranch,1968,444913
1034,8,3375,3,2254,1989,3,1,5,12,2,13597,Riverside,Average,Colonial,2015,542324
1035,3,2660,3,517,2023,1,0,1,5,1,5785,Riverside,Good,Ranch,2023,343841
1036,4,3673,0,882,1975,3,0,4,9,1,14987,Lakeside,Fair,1Story,1989,429881
1037,8,1635,3,1635,1979,3,1,3,8,1,6273,Riverside,Poor,2Story,1988,441132
1038,5,2132,0,1435,1979,2,1,1,6,1,18795,Meadows,Poor,Ranch,1983,328479
1039,6,1957,1,1271,1984,1,0,1,4,2,10834,Downtown,Poor,Colonial,1997,357000
1040,8,2252,2,1885,1964,3,1,3,9,0,18940,Suburbs,Good,Ranch,1991,422654
1041,9,748,0,628,1968,2,1,6,11,0,6659,Lakeside,Poor,Colonial,1992,308252
1042,1,1840,0,544,1944,2,0,4,8,1,19925,Hillcrest,Fair,1Story,1952,261812
1043,3,753,2,1976,2020,1,0,4,7,1,5743,Suburbs,Good,SplitLevel,2022,287539
1044,5,2963,2,1337,1987,1,1,5,8,0,2728,Riverside,Good,SplitLevel,2008,358603
1045,9,1831,3,1657,1926,3,1,3,7,0,9327,Lakeside,Fair,Ranch,1945,452447
1046,9,2086,3,1637,1973,3,1,3,7,0,7323,Meadows,Poor,SplitLevel,1976,416563
1047,7,2262,3,630,1973,2,0,3,8,0,12092,Lakeside,Good,Ranch,1998,391091
1048,4,1773,1,2500,2022,1,1,2,6,2,14348,Suburbs,Poor,1Story,2022,349879
1049,1,1214,3,2017,1931,3,0,1,5,1,7818,Downtown,Fair,SplitLevel,1977,275619
1050,6,3328,0,165,1941,2,1,1,4,2,4698,Downtown,Excellent,1Story,1965,342798
1051,3,2200,3,440,1954,3,1,5,9,2,11320,Midtown,Poor,Ranch,1987,350301
1052,9,993,3,2484,1948,3,1,1,8,1,7334,Meadows,Good,SplitLevel,2013,416917
1053,5,1802,3,1712,2023,1,1,6,10,0,9886,Meadows,Fair,2Story,2023,376662
1054,2,1204,0,1838,1936,1,0,3,7,1,9839,Meadows,Good,Ranch,1951,240377
1055,9,3587,2,859,1980,3,0,3,8,1,8274,OakPark,Poor,1Story,1982,497330
1056,7,1364,3,1898,2004,2,1,4,8,1,15839,OakPark,Excellent,2Story,2004,376269
1057,3,1626,3,381,1982,2,0,1,5,0,18802,Meadows,Average,2Story,1993,271537
1058,6,3513,2,1527,1963,1,0,4,7,0,6843,OakPark,Excellent,SplitLevel,1996,437751
1059,7,2765,1,1781,2018,3,0,4,10,2,16956,Downtown,Average,SplitLevel,2018,458395
1060,2,2543,3,1898,1997,3,0,3,8,1,10673,Hillcrest,Poor,2Story,2018,395120
1061,10,1640,3,1086,1920,3,0,1,6,1,9830,Riverside,Poor,Ranch,1926,443345
1062,5,2792,3,66,1984,3,1,5,9,1,8993,Hillcrest,Poor,2Story,2008,371824
1063,9,3572,2,725,1989,3,0,1,8,0,12773,Lakeside,Good,1Story,1995,521693
1064,5,1292,2,1053,1973,1,1,2,5,1,5198,Hillcrest,Average,Colonial,2017,312664
1065,9,3217,0,312,1939,1,0,2,4,1,7864,Suburbs,Good,SplitLevel,1954,356154
1066,9,2505,0,1971,2005,3,1,1,7,0,13574,Midtown,Good,2Story,2022,460945
1067,5,3570,0,353,1928,1,0,3,6,2,19524,Lakeside,Good,SplitLevel,1931,390541
1068,7,1024,3,869,1941,1,1,5,7,0,18199,Meadows,Good,SplitLevel,2023,329536
1069,6,1415,0,149,1977,1,0,5,9,0,14207,OakPark,Good,1Story,1997,277830
1070,2,3035,0,2428,1937,2,1,5,10,0,3064,OakPark,Fair,SplitLevel,2005,331990
1071,7,1801,0,436,1927,2,0,6,11,1,7014,Hillcrest,Average,Ranch,1936,319349
1072,8,1863,2,1666,1922,1,1,3,6,0,6503,Suburbs,Average,1Story,1934,351515
1073,5,3745,2,1303,1935,1,0,5,7,0,3608,Hillcrest,Average,Colonial,2004,410276
1074,9,2964,2,2262,2004,2,0,4,7,1,15768,Suburbs,Average,SplitLevel,2005,494617
1075,3,881,0,2409,1920,1,1,1,6,1,15303,Suburbs,Average,2Story,1995,279512
1076,4,935,2,689,1943,3,0,6,10,1,9157,Midtown,Fair,Colonial,1973,258846
1077,7,621,2,2362,2021,3,0,4,9,0,16081,Lakeside,Excellent,Ranch,2021,398041
1078,3,2256,3,2368,1956,2,0,5,8,1,10355,Meadows,Poor,1Story,2007,354227
1079,10,1383,2,525,1993,1,0,6,9,0,3317,Lakeside,Fair,1Story,2016,383944
1080,4,1732,0,2353,1920,3,0,6,10,0,15544,Suburbs,Average,2Story,1977,323865
1081,3,1202,0,1510,1961,2,1,6,11,1,8604,Midtown,Fair,Ranch,1983,274342
1082,4,2606,3,1121,1975,1,1,1,6,1,7197,Downtown,Poor,Ranch,2008,394369
1083,5,1434,3,452,1956,1,1,3,6,1,2451,Meadows,Excellent,1Story,2014,260523
1084,8,1422,2,1953,1969,2,0,4,8,1,6374,Downtown,Fair,Ranch,1993,409755
1085,4,2859,1,449,1954,3,1,5,11,0,10906,Hillcrest,Good,1Story,1962,315981
1086,4,1758,2,1000,2016,3,0,6,13,2,2110,Midtown,Poor,SplitLevel,2022,321148
1087,10,1997,0,1970,1944,1,0,6,10,1,10230,Hillcrest,Excellent,2Story,1995,391193
1088,10,2910,2,393,1968,2,0,2,7,0,13014,OakPark,Good,2Story,2002,409300
1089,6,2619,1,1764,1991,1,0,1,4,0,15458,Downtown,Fair,Ranch,2017,392104
1090,2,3389,3,555,1948,3,0,2,8,0,3199,Hillcrest,Poor,Colonial,2000,345540
1091,2,1748,3,856,1931,2,0,5,8,0,10202,Lakeside,Poor,Ranch,2019,292248
1092,1,2605,1,1686,1962,1,0,5,8,2,11098,Downtown,Good,SplitLevel,2021,339563
1093,6,3685,3,2278,2009,1,0,6,8,2,2699,Hillcrest,Fair,2Story,2022,502227
1094,3,1402,1,809,1936,2,1,1,7,0,6407,Downtown,Poor,2Story,1982,275441
1095,5,3412,3,630,2008,1,0,4,9,0,7615,OakPark,Poor,Colonial,2013,392435
1096,2,947,1,867,1929,1,1,1,6,0,7445,Hillcrest,Excellent,Colonial,2015,171895
1097,9,3023,2,1855,1940,3,0,4,11,0,16584,Hillcrest,Average,SplitLevel,2017,494416
1098,1,1403,3,1210,1968,3,1,1,5,0,3762,Lakeside,Excellent,1Story,2003,302148
1099,8,2216,1,216,1986,1,0,2,5,0,18659,Suburbs,Fair,Colonial,2021,375237
1100,2,1663,2,1360,1990,1,0,1,6,1,8727,Midtown,Fair,1Story,2023,303579
1101,3,3159,3,292,1974,3,0,6,12,1,7394,Hillcrest,Average,1Story,1976,370232
1102,1,3916,0,342,1961,1,0,1,4,1,5219,Meadows,Excellent,SplitLevel,1964,278816
1103,10,705,1,1447,1960,2,0,5,10,1,10546,Midtown,Poor,Colonial,1978,343871
1104,8,1776,3,2139,2018,1,0,2,6,2,3391,OakPark,Good,Ranch,2018,406561
1105,9,2380,3,107,1925,3,0,1,7,0,14382,OakPark,Average,1Story,1971,400509
1106,3,2259,3,2306,1935,1,1,2,6,2,9466,OakPark,Average,1Story,1981,347691
1107,5,3965,1,2362,1968,3,0,5,9,1,3737,Riverside,Fair,2Story,1994,458397
1108,8,3131,2,69,2018,3,0,2,6,0,10775,Downtown,Poor,Ranch,2020,435180
1109,9,1108,0,1071,2000,3,1,6,11,2,17520,Meadows,Fair,Colonial,2006,345203
1110,9,3253,0,1637,1954,1,0,6,8,0,15109,Hillcrest,Fair,Colonial,1993,472845
1111,7,1818,1,84,1951,2,0,3,9,0,5410,Hillcrest,Average,1Story,2010,326054
1112,5,3187,3,641,1965,2,1,1,5,1,9506,OakPark,Average,Colonial,2008,378192
1113,3,1803,1,95,2005,1,1,4,8,1,11168,Hillcrest,Excellent,Colonial,2021,237301
1114,4,3593,0,1508,1950,3,0,3,9,0,17259,Downtown,Average,1Story,1987,421308
1115,1,1793,1,838,1947,1,1,2,6,2,12324,Suburbs,Good,2Story,1965,239781
1116,10,2462,3,506,1989,1,0,2,4,0,18140,Lakeside,Fair,Ranch,2009,458141
1117,4,760,3,142,2012,1,0,5,10,1,14757,Suburbs,Good,Colonial,2018,257699
1118,9,634,0,757,1946,1,0,5,7,1,15599,Suburbs,Excellent,2Story,2022,262858
1119,9,653,1,1545,1962,2,1,3,8,2,5922,Riverside,Poor,Colonial,2005,347692
1120,6,1148,0,312,1959,3,0,1,7,0,19669,Hillcrest,Fair,2Story,2009,305793
1121,9,2555,2,108,1995,1,1,2,5,0,9064,Midtown,Poor,2Story,2009,401486
1122,2,977,2,149,2009,3,1,2,9,0,14020,Downtown,Average,2Story,2016,269508
1123,7,2355,3,189,1986,3,0,1,6,1,2588,Downtown,Fair,1Story,2019,399047
1124,7,3088,0,111,1969,1,1,1,5,0,5275,Midtown,Fair,SplitLevel,1990,351582
1125,6,813,3,2085,1990,1,1,5,7,1,17901,Riverside,Excellent,2Story,2003,395161
1126,5,3670,0,474,1950,2,0,5,11,0,13226,Hillcrest,Fair,Ranch,2020,381317
1127,9,1159,3,188,1947,1,1,5,7,0,5357,OakPark,Good,1Story,1953,269071
1128,10,3498,0,1185,1956,3,0,1,8,1,7426,Riverside,Excellent,Colonial,2009,480899
1129,10,2945,3,1214,1990,3,1,1,7,0,19539,OakPark,Excellent,Ranch,2005,520429
1130,5,687,2,2332,1999,1,0,2,4,0,9308,Hillcrest,Fair,Ranch,2011,329068
1131,10,2893,0,1670,1999,3,0,5,12,0,15041,Suburbs,Good,Ranch,1999,461708
1132,4,1867,1,2129,1997,1,1,6,10,0,19046,Midtown,Excellent,1Story,2023,356196
1133,5,3991,0,1411,1972,3,0,2,9,1,2981,Midtown,Good,Colonial,2020,418216
1134,7,3307,2,382,2020,3,1,5,12,1,15334,Suburbs,Fair,1Story,2023,457957
1135,7,1002,1,779,2023,3,1,5,11,0,10255,Lakeside,Average,Ranch,2023,342459
1136,5,2684,2,166,1923,1,1,2,4,0,18839,Riverside,Excellent,Ranch,1972,379468
1137,2,825,0,1585,1984,1,0,1,4,2,12972,Downtown,Poor,1Story,2008,231615
1138,5,928,2,2484,1929,3,1,1,8,1,7806,Lakeside,Excellent,Ranch,2011,338643
1139,7,3168,1,206,2013,2,0,6,11,1,2551,Meadows,Good,Ranch,2022,381826
1140,8,1172,3,1686,2005,1,0,3,5,2,5016,Meadows,Good,Ranch,2006,375465
1141,3,2915,0,1079,1922,2,1,1,5,0,8640,Meadows,Fair,1Story,1938,317492
1142,3,1429,2,1643,1933,2,0,4,7,0,7382,Suburbs,Poor,Colonial,1953,265705
1143,1,2155,0,896,2016,2,0,5,10,0,17326,Meadows,Excellent,Colonial,2021,270146
1144,8,904,2,1257,1953,3,0,6,11,2,12584,Downtown,Fair,Ranch,1990,372828
1145,9,776,0,1766,1955,2,0,2,8,0,10196,Suburbs,Good,Ranch,2023,325119
1146,8,3634,3,2102,1941,1,0,1,4,0,18107,Midtown,Poor,2Story,1974,521491
1147,9,2319,1,2345,1989,2,1,6,12,0,15959,Lakeside,Excellent,2Story,1996,482332
1148,6,2272,0,1386,1949,3,1,6,10,1,19845,Riverside,Good,1Story,2007,382924
1149,8,3467,0,1649,1983,1,1,5,8,0,13963,Downtown,Good,Colonial,1992,492451
1150,3,1517,2,1343,2006,1,0,4,8,0,12978,Meadows,Poor,SplitLevel,2018,307430
1151,10,1215,0,2141,2003,1,0,5,8,1,15039,Meadows,Excellent,1Story,2020,369216
1152,5,1563,3,2494,1989,2,0,2,6,0,12842,Downtown,Excellent,2Story,2023,382435
1153,7,3545,2,2078,1957,3,0,3,9,2,18783,Suburbs,Poor,SplitLevel,2001,478268
1154,8,3918,0,1807,1931,2,0,2,8,1,14795,Meadows,Fair,Colonial,2015,477612
